2025-04-02 23:28:13,477 [INFO] Loading Training dataset...
2025-04-02 23:28:13,478 [INFO] Training dataset size: 2152
2025-04-02 23:28:13,504 [INFO] Loading Validation dataset...
2025-04-02 23:28:13,505 [INFO] Validation dataset size: 1341
2025-04-02 23:28:13,506 [INFO] Loading Test dataset...
2025-04-02 23:28:13,506 [INFO] Test dataset size: 1337
2025-04-02 23:28:13,987 [INFO] Start training...
2025-04-02 23:28:15,368 [INFO] Epoch 1, Loss: 1.380089570494259, Accuracy: 47.07%, F1 Score: 0.47, Validation Loss: 1.1417283302261716, Validation Accuracy: 54.14%, Validation F1 Score: 0.50
2025-04-02 23:28:16,641 [INFO] Epoch 2, Loss: 0.7091398712466744, Accuracy: 72.49%, F1 Score: 0.72, Validation Loss: 0.9824001618794033, Validation Accuracy: 60.70%, Validation F1 Score: 0.59
2025-04-02 23:28:17,988 [INFO] Epoch 3, Loss: 0.47131005806081433, Accuracy: 81.88%, F1 Score: 0.81, Validation Loss: 0.83627298332396, Validation Accuracy: 69.35%, Validation F1 Score: 0.68
2025-04-02 23:28:19,274 [INFO] Epoch 4, Loss: 0.36571740315240975, Accuracy: 85.73%, F1 Score: 0.86, Validation Loss: 0.7885156458332425, Validation Accuracy: 69.80%, Validation F1 Score: 0.69
2025-04-02 23:28:20,581 [INFO] Epoch 5, Loss: 0.29806069635293064, Accuracy: 88.75%, F1 Score: 0.89, Validation Loss: 0.9594571150484539, Validation Accuracy: 67.04%, Validation F1 Score: 0.66
2025-04-02 23:28:21,902 [INFO] Epoch 6, Loss: 0.31233533340341907, Accuracy: 87.83%, F1 Score: 0.87, Validation Loss: 0.6887289129552387, Validation Accuracy: 74.79%, Validation F1 Score: 0.74
2025-04-02 23:28:23,234 [INFO] Epoch 7, Loss: 0.20230404747759595, Accuracy: 91.96%, F1 Score: 0.92, Validation Loss: 0.7706049851008824, Validation Accuracy: 72.11%, Validation F1 Score: 0.72
2025-04-02 23:28:24,522 [INFO] Epoch 8, Loss: 0.16165736975038753, Accuracy: 94.47%, F1 Score: 0.94, Validation Loss: 1.0716461596034823, Validation Accuracy: 66.14%, Validation F1 Score: 0.66
2025-04-02 23:28:25,847 [INFO] Epoch 9, Loss: 0.17904667643939748, Accuracy: 92.89%, F1 Score: 0.93, Validation Loss: 0.7858004924796876, Validation Accuracy: 73.83%, Validation F1 Score: 0.74
2025-04-02 23:28:27,273 [INFO] Epoch 10, Loss: 0.13079145868473194, Accuracy: 95.82%, F1 Score: 0.96, Validation Loss: 0.766288487684159, Validation Accuracy: 73.01%, Validation F1 Score: 0.73
2025-04-02 23:28:28,558 [INFO] Epoch 11, Loss: 0.12706109760876963, Accuracy: 95.68%, F1 Score: 0.96, Validation Loss: 0.7344910445667449, Validation Accuracy: 75.09%, Validation F1 Score: 0.75
2025-04-02 23:28:29,860 [INFO] Epoch 12, Loss: 0.08663283726748298, Accuracy: 96.84%, F1 Score: 0.97, Validation Loss: 0.8912608708654132, Validation Accuracy: 72.41%, Validation F1 Score: 0.72
2025-04-02 23:28:31,305 [INFO] Epoch 13, Loss: 0.0885824697530445, Accuracy: 96.38%, F1 Score: 0.96, Validation Loss: 0.7942936988103957, Validation Accuracy: 75.69%, Validation F1 Score: 0.75
2025-04-02 23:28:32,644 [INFO] Epoch 14, Loss: 0.09488267878837445, Accuracy: 96.65%, F1 Score: 0.97, Validation Loss: 0.9676434454463777, Validation Accuracy: 70.32%, Validation F1 Score: 0.70
2025-04-02 23:28:34,007 [INFO] Epoch 15, Loss: 0.07224723647403367, Accuracy: 97.96%, F1 Score: 0.98, Validation Loss: 0.8281939427057902, Validation Accuracy: 74.94%, Validation F1 Score: 0.75
2025-04-02 23:28:35,312 [INFO] Epoch 16, Loss: 0.04548157621448969, Accuracy: 98.61%, F1 Score: 0.99, Validation Loss: 0.8353114028771719, Validation Accuracy: 75.47%, Validation F1 Score: 0.75
2025-04-02 23:28:36,725 [INFO] Epoch 17, Loss: 0.03385214608929613, Accuracy: 98.88%, F1 Score: 0.99, Validation Loss: 0.9006292025248209, Validation Accuracy: 74.50%, Validation F1 Score: 0.74
2025-04-02 23:28:38,072 [INFO] Epoch 18, Loss: 0.039252462906434256, Accuracy: 98.65%, F1 Score: 0.99, Validation Loss: 0.89759599452927, Validation Accuracy: 75.32%, Validation F1 Score: 0.75
2025-04-02 23:28:39,364 [INFO] Epoch 19, Loss: 0.05970701000050587, Accuracy: 98.00%, F1 Score: 0.98, Validation Loss: 1.0841930380889349, Validation Accuracy: 69.95%, Validation F1 Score: 0.69
2025-04-02 23:28:40,664 [INFO] Epoch 20, Loss: 0.05562695521203911, Accuracy: 98.19%, F1 Score: 0.98, Validation Loss: 0.9181212328729176, Validation Accuracy: 74.94%, Validation F1 Score: 0.75
